month,variable,sex,Alberta,British Columbia,Manitoba,New Brunswick,Newfoundland and Labrador,Nova Scotia,Ontario,Prince Edward Island,Quebec,Saskatchewan
1984-02,Part-time employment ,Females,130.6,161.4,68.4,29.9,15.1,36.3,516.8,4.5,273.2,64.2
1984-02,Part-time employment ,Males,54.1,73.4,26.9,11.4,5.8,14.9,224.6,2.7,132.3,31.5
1984-03,Employment,Both sexes,1127.7,1229.6,476,251.2,179.6,338.1,4351,49.1,2763.2,440.3
1984-03,Employment,Females,480.6,521.9,202.6,104.1,70.8,141.5,1867.8,21.2,1116.7,178.2
1984-03,Employment,Males,647.1,707.8,273.4,147.2,108.8,196.6,2483.3,28,1646.5,262.1
1984-03,Full-time employment,Both sexes,942.5,1008.6,383.1,210.1,157.7,283.6,3615.7,41.5,2354.1,343.9
1984-03,Full-time employment,Females,345.8,365,137,75.7,54.8,103.3,1354.1,16.2,851.8,113.7
1984-03,Full-time employment,Males,596.7,643.7,246.1,134.4,102.9,180.3,2261.6,25.4,1502.3,230.2
1984-03,Part-time employment ,Both sexes,185.2,221,92.9,41.1,21.9,54.5,735.3,7.6,409,96.4
1984-03,Part-time employment ,Females,134.8,156.9,65.5,28.4,16,38.2,513.6,5,264.9,64.5
1984-03,Part-time employment ,Males,50.4,64.1,27.3,12.7,5.9,16.2,221.7,2.6,144.2,31.9
1984-04,Employment,Both sexes,1125.6,1234.1,482.4,254.8,178.5,336,4368.5,48.2,2729.5,440.9
1984-04,Employment,Females,478.2,526,203.2,107,70.9,140.8,1872.6,20.2,1103.8,177.7
1984-04,Employment,Males,647.4,708.1,279.2,147.8,107.5,195.2,2495.9,28,1625.7,263.2
1984-04,Full-time employment,Both sexes,934.6,1000.8,390.4,212.3,158,280.9,3629.7,41.2,2334.8,348.4
1984-04,Full-time employment,Females,344.2,366.1,137.9,78,56.5,102.5,1354.2,15.7,844.1,113
1984-04,Full-time employment,Males,590.4,634.7,252.5,134.3,101.5,178.5,2275.5,25.5,1490.7,235.4
1984-04,Part-time employment ,Both sexes,191,233.2,92,42.6,20.5,55.1,738.8,7,394.7,92.5
1984-04,Part-time employment ,Females,134,159.9,65.3,29,14.5,38.3,518.3,4.6,259.7,64.7
1984-04,Part-time employment ,Males,57,73.4,26.7,13.6,6,16.7,220.4,2.5,135,27.8
1984-05,Employment,Both sexes,1127.4,1233.7,481.7,256.3,176.5,337.6,4389.8,48.8,2751.8,441.9
1984-05,Employment,Females,481.8,525.5,203.3,106.1,70.4,141.1,1883.9,20.7,1116.1,178.3
1984-05,Employment,Males,645.5,708.2,278.4,150.2,106.2,196.5,2505.9,28.1,1635.7,263.6
1984-05,Full-time employment,Both sexes,933.7,993.9,391.1,215.7,157.6,283.5,3654.8,41.4,2358.7,344.7
1984-05,Full-time employment,Females,344.6,361.6,139,77.6,56.3,104.1,1369.1,15.7,851.9,113.6
1984-05,Full-time employment,Males,589.1,632.3,252.1,138.1,101.4,179.5,2285.7,25.7,1506.8,231.1
1984-05,Part-time employment ,Both sexes,193.7,239.8,90.6,40.6,18.9,54.1,735.1,7.5,393.1,97.2
1984-05,Part-time employment ,Females,137.3,163.9,64.3,28.4,14.1,37,514.8,5,264.2,64.7
1984-05,Part-time employment ,Males,56.4,75.9,26.3,12.1,4.8,17.1,220.2,2.4,128.9,32.5
1984-06,Employment,Both sexes,1139,1232.5,482.4,257.1,183.2,342,4422.7,49.5,2763,443
1984-06,Employment,Females,483.7,518.1,204.9,106.7,72.2,144.5,1897.4,20.9,1116.6,178.1
1984-06,Employment,Males,655.4,714.5,277.5,150.5,111,197.6,2525.3,28.6,1646.4,264.9
1984-06,Full-time employment,Both sexes,935.7,990,391.5,215.3,165.4,285,3680.9,42.1,2367.3,345.3
1984-06,Full-time employment,Females,344.6,358.3,139.7,77.3,59.4,105,1384.1,15.9,850.3,113.5
1984-06,Full-time employment,Males,591.1,631.7,251.8,138,106.1,180,2296.7,26.1,1517,231.8
1984-06,Part-time employment ,Both sexes,203.4,242.6,90.9,41.9,17.8,57,741.9,7.4,395.7,97.7
1984-06,Part-time employment ,Females,139.1,159.8,65.2,29.4,12.8,39.5,513.3,5,266.3,64.5
1984-06,Part-time employment ,Males,64.3,82.8,25.7,12.5,5,17.5,228.6,2.4,129.4,33.1
1984-07,Employment,Both sexes,1139.5,1245.4,480.3,256.7,183.1,346.4,4437.7,49.9,2772.4,445.2
1984-07,Employment,Females,483.5,525.6,204.3,106.1,71.3,146.1,1902.7,21.2,1121,178.9
1984-07,Employment,Males,655.9,719.8,276,150.7,111.8,200.2,2535.1,28.7,1651.5,266.2
1984-07,Full-time employment,Both sexes,940.1,996.9,389.7,215.1,162.9,286.2,3692,42.1,2367.9,345.4
1984-07,Full-time employment,Females,343.5,358.3,139.8,77,56.3,104.8,1388.3,16,843.3,112.9
1984-07,Full-time employment,Males,596.7,638.5,249.9,138.1,106.7,181.5,2303.7,26.1,1524.6,232.6
1984-07,Part-time employment ,Both sexes,199.4,248.5,90.7,41.7,20.1,60.1,745.8,7.8,404.5,99.7
1984-07,Part-time employment ,Females,140.1,167.3,64.5,29.1,15,41.4,514.4,5.2,277.6,66.1
1984-07,Part-time employment ,Males,59.3,81.2,26.2,12.6,5.1,18.8,231.4,2.6,126.9,33.7
1984-08,Employment,Both sexes,1143.1,1244.8,480.5,258.4,180.8,344.6,4435.8,50.6,2762.1,448.5
1984-08,Employment,Females,488.1,525,205,106.6,71.9,145.1,1903.7,21.9,1121.8,181.6
1984-08,Employment,Males,655,719.8,275.5,151.8,108.9,199.5,2532.1,28.7,1640.4,266.9
1984-08,Full-time employment,Both sexes,942.3,993.4,391.5,216.9,159.6,285.8,3677.9,42.8,2357.4,351.1
1984-08,Full-time employment,Females,347.1,354.4,140.6,77.8,56,104.1,1374.8,16.8,846.1,116.4
1984-08,Full-time employment,Males,595.1,639,250.9,139,103.6,181.8,2303.2,26,1511.3,234.7
1984-08,Part-time employment ,Both sexes,200.9,251.4,89,41.5,21.2,58.8,757.9,7.8,404.7,97.4
1984-08,Part-time employment ,Females,141,170.6,64.4,28.7,15.8,41,529,5.1,275.7,65.2
1984-08,Part-time employment ,Males,59.9,80.8,24.6,12.8,5.3,17.7,228.9,2.7,129,32.2
1984-09,Employment,Both sexes,1140.2,1259.9,476.9,256.6,180.8,342.3,4445.2,49.7,2776.4,445.9
1984-09,Employment,Females,484.5,533.4,204.2,105.8,72.6,142.2,1911.4,21.5,1130.9,180.1
1984-09,Employment,Males,655.6,726.5,272.7,150.8,108.2,200.1,2533.8,28.2,1645.4,265.8
1984-09,Full-time employment,Both sexes,940.9,1013.4,390.9,214.5,159.7,284.8,3696.3,41.9,2375.4,349.7
1984-09,Full-time employment,Females,345.3,364.7,140.7,76.1,57.7,102.6,1391.1,16.2,855.4,115.4
1984-09,Full-time employment,Males,595.6,648.7,250.2,138.4,102,182.2,2305.2,25.6,1520,234.2
1984-09,Part-time employment ,Both sexes,199.2,246.5,86,42.1,21.1,57.5,748.9,7.9,400.9,96.2
1984-09,Part-time employment ,Females,139.2,168.7,63.4,29.7,14.9,39.6,520.3,5.3,275.5,64.7
1984-09,Part-time employment ,Males,60,77.8,22.5,12.4,6.2,17.9,228.6,2.6,125.4,31.6
1984-10,Employment,Both sexes,1139.6,1255.8,477.7,256.6,179.2,341.6,4459.8,50.2,2781.9,445.1
1984-10,Employment,Females,485.7,529.3,202.4,106.1,71.9,142.1,1910.8,21.7,1135.4,181
1984-10,Employment,Males,653.9,726.5,275.4,150.5,107.3,199.5,2549,28.6,1646.6,264.1
1984-10,Full-time employment,Both sexes,935.9,1007.8,389,216.4,158.8,283.7,3719.3,42.8,2367.8,351
1984-10,Full-time employment,Females,341.8,358.6,139.7,77.7,57.1,102.4,1393.9,16.5,850.2,119.5
1984-10,Full-time employment,Males,594.1,649.2,249.3,138.7,101.7,181.3,2325.4,26.3,1517.6,231.5
1984-10,Part-time employment ,Both sexes,203.8,248.1,88.8,40.2,20.4,57.9,740.5,7.5,414.1,94.1
1984-10,Part-time employment ,Females,143.9,170.8,62.7,28.4,14.8,39.7,516.9,5.2,285.2,61.5
1984-10,Part-time employment ,Males,59.8,77.3,26.1,11.8,5.6,18.2,223.7,2.3,128.9,32.6
1984-11,Employment,Both sexes,1145.3,1265.7,482.9,256.3,177.9,340.1,4449.5,49.4,2778.8,445.2
1984-11,Employment,Females,488.6,539,205.2,105.7,71.4,142.3,1916.2,21.1,1143.5,182.6
1984-11,Employment,Males,656.7,726.7,277.7,150.6,106.4,197.9,2533.3,28.4,1635.4,262.6
1984-11,Full-time employment,Both sexes,944.4,1020,395.8,215.9,156.7,286.4,3722.4,41.3,2362.4,347.4
1984-11,Full-time employment,Females,344.3,366.4,142.7,77.6,56.7,104.1,1402.4,15.7,855,119.1
1984-11,Full-time employment,Males,600.1,653.6,253.1,138.3,100,182.3,2320,25.6,1507.4,228.3
1984-11,Part-time employment ,Both sexes,200.8,245.7,87.1,40.4,21.2,53.8,727.1,8.2,416.4,97.8
1984-11,Part-time employment ,Females,144.2,172.6,62.5,28,14.7,38.2,513.8,5.4,288.5,63.5
1984-11,Part-time employment ,Males,56.6,73.1,24.6,12.4,6.5,15.6,213.4,2.8,128,34.3
1984-12,Employment,Both sexes,1148.9,1254.6,481.2,255.8,177.3,342.2,4482.5,49.4,2794.5,443.9
1984-12,Employment,Females,488.3,530.5,205.4,103.3,70.7,143,1936.8,21.4,1146.8,181.2
1984-12,Employment,Males,660.6,724.1,275.8,152.5,106.7,199.2,2545.7,28,1647.7,262.7
1984-12,Full-time employment,Both sexes,950.1,1020.4,395.1,215,157.5,287.7,3750.9,41.1,2364,352.3
1984-12,Full-time employment,Females,345.9,369,143.3,75.7,56.7,105.5,1420.1,15.7,850,119.7
1984-12,Full-time employment,Males,604.2,651.4,251.8,139.3,100.8,182.2,2330.9,25.4,1514,232.6
1984-12,Part-time employment ,Both sexes,198.9,234.2,86.1,40.8,19.8,54.5,731.6,8.3,430.5,91.6
1984-12,Part-time employment ,Females,142.4,161.4,62.1,27.6,13.9,37.5,516.7,5.7,296.8,61.5
1984-12,Part-time employment ,Males,56.5,72.8,24,13.1,5.9,16.9,214.8,2.6,133.7,30.1
1985-01,Employment,Both sexes,1168.5,1267.6,481.8,256.2,180.1,341.6,4491.2,49.3,2801.1,444.5
1985-01,Employment,Females,498.8,542.4,205.5,105.8,71.4,143.3,1937.2,21.2,1150.9,181.5
1985-01,Employment,Males,669.7,725.2,276.3,150.4,108.7,198.3,2554,28.1,1650.2,263.1
1985-01,Full-time employment,Both sexes,956.3,1036.7,397.1,214.5,159.2,284.6,3744.9,40.9,2367.9,352.9
1985-01,Full-time employment,Females,349.1,381.3,145,76.6,56.7,103.7,1407.4,15.2,847.3,119.6
1985-01,Full-time employment,Males,607.2,655.4,252.1,138,102.5,180.9,2337.5,25.7,1520.6,233.3
1985-01,Part-time employment ,Both sexes,212.1,230.9,84.7,41.7,20.9,56.9,746.2,8.3,433.3,91.6
1985-01,Part-time employment ,Females,149.7,161.1,60.4,29.2,14.7,39.5,529.8,5.9,303.7,61.9
1985-01,Part-time employment ,Males,62.5,69.8,24.3,12.5,6.2,17.4,216.5,2.4,129.6,29.8
1985-02,Employment,Both sexes,1156.9,1265.5,483.6,255.1,185,341.1,4505.5,49.8,2817.7,446.1
1985-02,Employment,Females,492.8,543.2,205.6,105.5,74.1,143.4,1947.5,21.4,1161.4,182
1985-02,Employment,Males,664,722.3,278,149.7,110.8,197.8,2558,28.4,1656.3,264.1
1985-02,Full-time employment,Both sexes,953.8,1026,398,216,163.6,284.7,3742,41.5,2379.1,357.5
1985-02,Full-time employment,Females,347.7,379.7,145.2,77.1,58.9,104.6,1411.1,15.4,858.9,123.1
1985-02,Full-time employment,Males,606.1,646.3,252.9,138.8,104.8,180.1,2330.9,26,1520.2,234.3
1985-02,Part-time employment ,Both sexes,203.1,239.4,85.6,39.2,21.4,56.4,763.5,8.3,438.6,88.6
1985-02,Part-time employment ,Females,145.2,163.5,60.5,28.3,15.3,38.8,536.3,6,302.5,58.9
1985-02,Part-time employment ,Males,57.9,76,25.1,10.8,6.1,17.6,227.2,2.4,136,29.7
1985-03,Employment,Both sexes,1157.3,1272,482.5,256.6,184.7,340.5,4526.3,50.6,2811.7,449.2
1985-03,Employment,Females,490,542.2,205.3,106.4,74.4,142.1,1959.5,21.5,1162.5,183.4
1985-03,Employment,Males,667.3,729.8,277.2,150.2,110.3,198.4,2566.7,29.1,1649.3,265.8
1985-03,Full-time employment,Both sexes,957.4,1025.1,396.1,216.3,163.5,286.5,3751.9,42.4,2377.9,359.7
1985-03,Full-time employment,Females,349.8,372.7,144.2,77.3,59.3,105,1413.2,15.7,857.3,122.1
1985-03,Full-time employment,Males,607.6,652.4,252,139,104.2,181.4,2338.7,26.7,1520.6,237.5
1985-03,Part-time employment ,Both sexes,199.9,246.9,86.4,40.2,21.3,54,774.3,8.3,433.9,89.6
1985-03,Part-time employment ,Females,140.2,169.5,61.1,29,15.1,37.1,546.3,5.8,305.2,61.3
1985-03,Part-time employment ,Males,59.7,77.4,25.3,11.2,6.2,16.9,228,2.4,128.7,28.3
1985-04,Employment,Both sexes,1166.9,1265.6,482,262.4,178.9,341.1,4541.8,51,2830.6,451.1
1985-04,Employment,Females,497.5,536.9,205.3,109.4,71.6,142.8,1963.9,21.9,1168,185.3
1985-04,Employment,Males,669.3,728.6,276.7,153,107.3,198.3,2577.9,29.2,1662.5,265.8
1985-04,Full-time employment,Both sexes,964,1019.9,396.4,217.4,157.1,286,3766.1,42.4,2390.9,356.9
1985-04,Full-time employment,Females,354.7,363.4,143,76.4,56.2,104,1410.9,15.8,864.8,121.2
1985-04,Full-time employment,Males,609.4,656.5,253.3,141,100.9,182,2355.1,26.6,1526.1,235.7
1985-04,Part-time employment ,Both sexes,202.8,245.7,85.7,45,21.8,55.1,775.8,8.6,439.7,94.3
1985-04,Part-time employment ,Females,142.8,173.6,62.3,33,15.4,38.8,553,6.1,303.2,64.1
1985-04,Part-time employment ,Males,60,72.1,23.4,12,6.4,16.3,222.8,2.5,136.4,30.2
1985-05,Employment,Both sexes,1168.1,1277.1,483.3,260.5,176.7,345.4,4551.2,51,2845,455.4
1985-05,Employment,Females,497.8,540.2,205.6,109.4,70.4,144.3,1969,21.8,1170.7,187.9
1985-05,Employment,Males,670.3,736.9,277.7,151.1,106.3,201.1,2582.3,29.2,1674.4,267.5
1985-05,Full-time employment,Both sexes,967.7,1026.6,395.9,217.3,156.3,289.6,3789.3,43,2397.5,362.8
1985-05,Full-time employment,Females,356.5,365.7,143.5,78.9,56.4,104.8,1427.9,16.3,871.6,124.3
1985-05,Full-time employment,Males,611.2,660.9,252.4,138.4,99.9,184.8,2361.4,26.8,1526,238.5
1985-05,Part-time employment ,Both sexes,200.4,250.4,87.4,43.2,20.5,55.8,761.9,7.9,447.5,92.7
1985-05,Part-time employment ,Females,141.3,174.4,62.1,30.5,14,39.5,541.1,5.5,299.1,63.7
1985-05,Part-time employment ,Males,59.1,76,25.3,12.7,6.5,16.3,220.8,2.4,148.4,29
1985-06,Employment,Both sexes,1171.1,1266.5,481.5,260.1,176.9,345.1,4572.4,51.7,2847.8,453.8
1985-06,Employment,Females,499.1,542.3,207.3,109.8,69,143.6,1976,22.4,1176.5,186.9
1985-06,Employment,Males,672,724.2,274.2,150.2,107.9,201.6,2596.5,29.4,1671.3,266.8
1985-06,Full-time employment,Both sexes,969.1,1017.8,395.8,215.2,154.4,288.5,3801,43.9,2398.8,363.7
1985-06,Full-time employment,Females,354.5,365.9,145.9,77.8,53.4,103.5,1423.5,16.8,868.6,126
1985-06,Full-time employment,Males,614.7,651.9,249.9,137.4,101,185,2377.5,27.1,1530.2,237.7
1985-06,Part-time employment ,Both sexes,202,248.7,85.7,44.9,22.5,56.6,771.4,7.8,449,90.1
1985-06,Part-time employment ,Females,144.7,176.5,61.4,32,15.6,40.1,552.5,5.6,307.9,61
1985-06,Part-time employment ,Males,57.3,72.2,24.3,12.9,6.9,16.5,218.9,2.3,141.1,29.1
1985-07,Employment,Both sexes,1172.2,1276.4,486.6,264.1,183.8,343.1,4593.8,51.7,2856.1,453.3
1985-07,Employment,Females,499.8,544,209.9,113.5,73,144.3,1985.8,22.3,1173.7,187.5
1985-07,Employment,Males,672.4,732.4,276.6,150.6,110.7,198.8,2608,29.4,1682.4,265.8
1985-07,Full-time employment,Both sexes,966.9,1019.8,399.2,218.6,160.8,287.1,3820.3,43.8,2402.6,360.7
1985-07,Full-time employment,Females,353.1,364.1,147.6,81.9,57.7,104.7,1428,16.5,867.2,124.7
1985-07,Full-time employment,Males,613.8,655.7,251.7,136.6,103.1,182.4,2392.3,27.3,1535.4,236
1985-07,Part-time employment ,Both sexes,205.3,256.6,87.4,45.5,23,56,773.5,7.9,453.5,92.6
1985-07,Part-time employment ,Females,146.7,179.9,62.4,31.5,15.4,39.6,557.8,5.8,306.5,62.8
1985-07,Part-time employment ,Males,58.6,76.7,25,13.9,7.6,16.5,215.8,2.1,147,29.9
1985-08,Employment,Both sexes,1179.5,1284.4,484.3,261.9,182.5,344.1,4605,51.4,2866.2,452.7
1985-08,Employment,Females,499.7,549.6,211.1,111.1,73,146,1991.4,22,1187.3,188.6
1985-08,Employment,Males,679.8,734.8,273.2,150.8,109.5,198.1,2613.6,29.4,1678.8,264.1
1985-08,Full-time employment,Both sexes,971.2,1026.8,393.1,218,162.5,288.7,3825.1,43.4,2412.4,354.4
1985-08,Full-time employment,Females,352.2,370.7,146.8,80.2,59.2,107.1,1443.8,16.4,875.8,122.1
1985-08,Full-time employment,Males,619,656,246.4,137.8,103.3,181.6,2381.3,27.1,1536.6,232.2
1985-08,Part-time employment ,Both sexes,208.3,257.7,91.2,43.9,20,55.4,780,7.9,453.8,98.3
1985-08,Part-time employment ,Females,147.6,178.9,64.4,30.9,13.8,38.9,547.7,5.6,311.6,66.4
1985-08,Part-time employment ,Males,60.8,78.8,26.9,13,6.2,16.5,232.3,2.3,142.2,31.9
1985-09,Employment,Both sexes,1182.9,1291.2,491.1,267.3,185.6,343.2,4597.6,51.3,2855.9,457.2
1985-09,Employment,Females,505.1,548.5,215.4,112.7,75.6,146.4,1993.5,21.7,1193.5,189.9
1985-09,Employment,Males,677.8,742.8,275.8,154.7,110,196.7,2604.1,29.7,1662.4,267.3
1985-09,Full-time employment,Both sexes,973.9,1039.1,401.5,223.8,163.4,285.9,3830.9,43.6,2398.5,356
1985-09,Full-time employment,Females,353.2,375.6,148.5,82.1,59.5,105.7,1443.9,16.4,871.9,121.5
1985-09,Full-time employment,Males,620.7,663.6,253,141.7,103.9,180.3,2387,27.2,1526.6,234.4
1985-09,Part-time employment ,Both sexes,209,252.1,89.6,43.6,22.2,57.2,766.7,7.8,457.4,101.2
1985-09,Part-time employment ,Females,151.9,172.9,66.9,30.6,16.1,40.8,549.6,5.3,321.6,68.3
1985-09,Part-time employment ,Males,57.1,79.2,22.7,13,6.1,16.5,217.1,2.4,135.8,32.9
1985-10,Employment,Both sexes,1183.7,1290.2,493,265.4,184.4,345.8,4624.4,50,2857.8,459.3
1985-10,Employment,Females,503.6,552.8,215,112.4,74.8,146.6,2003.9,21.1,1205.7,192.6
1985-10,Employment,Males,680,737.4,278,153,109.6,199.2,2620.4,29,1652.1,266.7
1985-10,Full-time employment,Both sexes,984.8,1039.3,401,222.5,161.7,287.3,3853.9,42.5,2401.1,365.7
1985-10,Full-time employment,Females,360.1,374.8,147.5,82.6,58.3,105.9,1457.3,16.3,884.3,123.3
1985-10,Full-time employment,Males,624.7,664.5,253.4,139.9,103.4,181.4,2396.7,26.3,1516.8,242.4
1985-10,Part-time employment ,Both sexes,198.9,250.9,92,42.9,22.7,58.5,770.4,7.5,456.7,93.6
1985-10,Part-time employment ,Females,143.5,178,67.5,29.9,16.5,40.7,546.7,4.8,321.4,69.3
1985-10,Part-time employment ,Males,55.4,72.9,24.6,13.1,6.2,17.8,223.7,2.7,135.3,24.4
1985-11,Employment,Both sexes,1179.3,1293.3,495,265.9,186.1,345.1,4655,50,2888.6,460.7
1985-11,Employment,Females,502.2,551,215.2,112.8,75.8,146,2017.5,21.2,1207.5,193.3
1985-11,Employment,Males,677,742.2,279.8,153,110.3,199.2,2637.5,28.9,1681,267.4
1985-11,Full-time employment,Both sexes,982.9,1043.3,399.3,223.7,162.9,285.6,3875.7,41.8,2431.4,363.5
1985-11,Full-time employment,Females,362.8,374,146.6,82.3,58.5,103.4,1465.6,15.5,889.7,122.5
1985-11,Full-time employment,Males,620.1,669.2,252.7,141.4,104.4,182.2,2410.1,26.4,1541.8,241
1985-11,Part-time employment ,Both sexes,196.3,250,95.8,42.1,23.2,59.6,779.3,8.2,457.1,97.3
1985-11,Part-time employment ,Females,139.4,177,68.6,30.5,17.3,42.6,551.9,5.7,317.9,70.8
1985-11,Part-time employment ,Males,56.9,73,27.1,11.6,6,17,227.4,2.5,139.3,26.4
1985-12,Employment,Both sexes,1189.1,1302.7,497.2,268.8,187.5,348.4,4656,50.7,2898.8,461.3
1985-12,Employment,Females,505.2,554.2,217.2,113.8,76.5,147.2,2020.3,21.4,1216.6,193.3
1985-12,Employment,Males,684,748.5,280,155.1,111.1,201.1,2635.7,29.2,1682.2,268
1985-12,Full-time employment,Both sexes,988.6,1053.3,403.7,226.5,164.4,289,3889.5,42,2446.4,363.5
1985-12,Full-time employment,Females,365.7,374.1,150,83.5,59.4,104,1476.7,15.4,905.4,124
1985-12,Full-time employment,Males,623,679.2,253.7,142.9,105,185,2412.8,26.6,1541,239.5
1985-12,Part-time employment ,Both sexes,200.5,249.4,93.5,42.4,23.1,59.4,766.6,8.6,452.4,97.8
1985-12,Part-time employment ,Females,139.5,180.1,67.2,30.2,17,43.2,543.6,6,311.1,69.4
1985-12,Part-time employment ,Males,61,69.4,26.3,12.1,6.1,16.1,223,2.6,141.3,28.5
1986-01,Employment,Both sexes,1196.9,1307.4,497.3,268.3,188.5,349.7,4672.6,51.1,2907.2,464.5
1986-01,Employment,Females,508.1,555.4,216.2,113.3,77.2,148.2,2026.7,21.9,1219.4,194.7
1986-01,Employment,Males,688.8,752,281.1,155,111.3,201.5,2645.9,29.2,1687.8,269.8
1986-01,Full-time employment,Both sexes,1000.4,1058.4,405.7,226,167.1,290,3909.7,42.6,2443.4,367.8
1986-01,Full-time employment,Females,365.3,381.1,150.6,82.6,60.8,104.4,1477.8,15.8,900.4,126.8
1986-01,Full-time employment,Males,635.1,677.3,255.1,143.3,106.3,185.6,2431.8,26.8,1543.1,241.1
1986-01,Part-time employment ,Both sexes,196.5,249,91.6,42.4,21.4,59.7,762.9,8.5,463.8,96.6
1986-01,Part-time employment ,Females,142.8,174.4,65.6,30.6,16.3,43.8,548.9,6.1,319.1,67.9
1986-01,Part-time employment ,Males,53.7,74.7,26,11.7,5,15.9,214,2.4,144.7,28.7
1986-02,Employment,Both sexes,1205.9,1312.2,496.2,271,187.2,350.1,4691.8,51.3,2886.8,465.3
1986-02,Employment,Females,514.3,558,217.1,114.2,76.9,149.2,2037.2,22.2,1209,195.3
1986-02,Employment,Males,691.6,754.2,279.1,156.9,110.4,200.9,2654.7,29.2,1677.7,270
1986-02,Full-time employment,Both sexes,1002,1062,403.2,226.8,164.9,288.8,3927.8,42.5,2433.6,367
1986-02,Full-time employment,Females,371.2,380.4,151,83.7,60.9,104.6,1490.6,15.8,885.6,125.7
1986-02,Full-time employment,Males,630.8,681.5,252.2,143.2,104,184.2,2437.2,26.7,1548.1,241.4
1986-02,Part-time employment ,Both sexes,203.9,250.2,93,44.2,22.3,61.4,764.1,8.9,453.1,98.3
1986-02,Part-time employment ,Females,143.1,177.6,66.1,30.5,15.9,44.6,546.6,6.4,323.5,69.6
1986-02,Part-time employment ,Males,60.7,72.7,26.9,13.7,6.4,16.7,217.5,2.5,129.7,28.7
1986-03,Employment,Both sexes,1196.6,1313.9,496.3,272.2,188.7,352.7,4686.9,51.5,2902.5,465
1986-03,Employment,Females,511.8,559.7,217.1,115.3,76,151.8,2028.1,22,1213.4,195.8
1986-03,Employment,Males,684.8,754.2,279.2,156.9,112.7,200.9,2658.8,29.5,1689.1,269.1
1986-03,Full-time employment,Both sexes,1000,1045.4,408.6,228.9,167.2,291.1,3933,43,2448.1,364.7
1986-03,Full-time employment,Females,372.7,370,152.9,84.8,60.7,105.6,1495,15.7,895.7,126.8
1986-03,Full-time employment,Males,627.3,675.4,255.8,144.2,106.5,185.4,2438,27.3,1552.4,237.9
1986-03,Part-time employment ,Both sexes,196.6,268.5,87.6,43.3,21.5,61.6,754,8.5,454.4,100.3
1986-03,Part-time employment ,Females,139.2,189.7,64.2,30.5,15.3,46.2,533.2,6.3,317.7,69.1
1986-03,Part-time employment ,Males,57.5,78.8,23.4,12.7,6.2,15.4,220.8,2.2,136.7,31.2
1986-04,Employment,Both sexes,1188.9,1326.4,497.2,271.3,190.9,349.6,4743.6,52.1,2921.4,466.8
1986-04,Employment,Females,512.3,561.4,217.7,114.5,76.8,149.3,2048.7,22.6,1223.4,196.3
1986-04,Employment,Males,676.5,765,279.5,156.7,114.1,200.3,2694.9,29.5,1698,270.5
1986-04,Full-time employment,Both sexes,984.1,1059.9,405.1,228.5,168.2,290.9,3955.7,43.1,2455.1,366.8
1986-04,Full-time employment,Females,366.4,380.4,152.2,83.9,61.2,106.4,1501.5,16.2,899.5,127
1986-04,Full-time employment,Males,617.8,679.5,252.8,144.6,107,184.5,2454.2,26.9,1555.7,239.8
1986-04,Part-time employment ,Both sexes,204.7,266.5,92.2,42.8,22.7,58.7,787.9,9,466.2,100
1986-04,Part-time employment ,Females,146,180.9,65.5,30.6,15.6,42.9,547.2,6.4,323.9,69.3
1986-04,Part-time employment ,Males,58.8,85.6,26.7,12.1,7.1,15.8,240.8,2.6,142.3,30.7
1986-05,Employment,Both sexes,1176.9,1332.3,497.7,269.9,191.3,348.1,4727.3,52.1,2920.2,461.5
1986-05,Employment,Females,512,565.2,219.5,114.4,77.4,147.8,2041.5,22.7,1219,195.4
1986-05,Employment,Males,664.9,767.1,278.2,155.4,113.8,200.3,2685.9,29.4,1701.3,266.1
1986-05,Full-time employment,Both sexes,971.9,1064.6,405.3,227.2,168.4,288.1,3953.2,42.9,2471.9,361
1986-05,Full-time employment,Females,373,381.5,152.2,83.3,61,104.6,1493.7,16.3,907.9,126.9
1986-05,Full-time employment,Males,598.9,683,253,143.9,107.3,183.6,2459.5,26.6,1564,234.1
1986-05,Part-time employment ,Both sexes,205,267.8,92.4,42.7,22.9,60,774.2,9.2,448.4,100.4
1986-05,Part-time employment ,Females,139,183.7,67.3,31.1,16.4,43.2,547.8,6.4,311.1,68.4
1986-05,Part-time employment ,Males,66,84.1,25.2,11.6,6.5,16.8,226.4,2.8,137.3,32
1986-06,Employment,Both sexes,1179.2,1340.2,500.8,265.4,188.7,348.8,4741.3,52.1,2938.7,461.7
1986-06,Employment,Females,516.6,571.4,221.4,112.7,76.9,150,2056.5,23,1230.1,196.4
1986-06,Employment,Males,662.6,768.8,279.5,152.7,111.8,198.8,2684.7,29.2,1708.6,265.3
1986-06,Full-time employment,Both sexes,984.7,1068.9,407,220.8,166.4,290.8,3949.8,43.1,2482.5,362.4
1986-06,Full-time employment,Females,377.9,386.5,154.8,80.5,60.7,106.5,1494,16.6,920.2,126.7
1986-06,Full-time employment,Males,606.7,682.4,252.2,140.3,105.7,184.2,2455.8,26.4,1562.3,235.6
1986-06,Part-time employment ,Both sexes,194.5,271.3,93.9,44.5,22.3,58,791.5,9.1,456.2,99.4
1986-06,Part-time employment ,Females,138.7,184.9,66.6,32.2,16.2,43.4,562.6,6.3,309.9,69.7
